message,isTarget,type
fix some more findbugs warning,1,1
fix pmd warning,0,0
bug # 15636 : wildcard search for definition do not work,0,0
fix regression for project picker - dblclick not work,1,1
fix javadoc,0,0
issue # 1954 : javaclassanalyzerfactory cafebabe magic be too lax,0,0
fix newly introduce pmd warning,0,0
bug # 18602 : jaranalyzer can run out of memory,0,0
fix require notice,0,0
fix javadoc,0,0
fix some lgtm warning,0,0
fix test failure introduce by intelli window .,0,0
fix whitespace warning from checkstyle,0,0
fix linkedlist intial size,0,0
fix readme,0,0
fix problem that do not delete cluster information,1,1
fix ittest,0,0
fix # 5 to support frontcachememcachedclient and frontcachefuture,0,0
fix wrong configuration,0,0
fix static analysis issue,0,0
fix callstack max depth,1,1
deprecate durational agent event type,1,3
fix potential npe,1,1
fix hostname retrieval trigger possible dns lookup,1,1
fix deprecation warn,0,0
deprecate unsafe constructor,1,3
fix klocwork critical level,1,1
fix noclassdeffounderror error,1,1
fix potential npe & apply hostaddress cache,1,1
fix statserver of collector,1,1
fix failover url handle,0,0
fix flinkserializer of tcpserver,0,0
fix it - test fail,0,0
fix npe in grpcspanprocessorv2,1,1
fix potential npe,1,1
fix bootstrapclassloader search,0,0
fix asynclistener of tomcat plugin,1,1
propagate trace even when header be not supply,1,3
fix linux & oraclejdk env,1,1
fix testcase fail,0,0
fix bug of userincludeplugin .,1,1
fix findbug issue,0,0
fix test fail,0,0
fix klocwork critical level,1,1
fix bug,0,0
chnage keep - alive time of grpc,0,0
fix methoddescriptor of grpcstreamlistener,0,0
fix pmd issue,0,0
fix compiler warning,0,0
fix linux & oraclejdk env,1,1
fix hystrix api type,0,0
fix testcase fail,0,0
fix undertowplugin for spring boot & wildfly,1,1
fix jdbcurlparser of mysql - jdbc - plugin,1,1
fix backwards compatibility issue,1,1
fix literal escaping,1,1
fix defaultnamingstrategy change,1,1
fix config,0,0
fix sqlmergeclause key handle,1,1
fix doc,0,0
fix repo url,0,0
fix getresults handle,0,0
fix parameter handle,0,0
fix test,0,0
fix oracle test,0,0
fix math test firebird,1,1
make conversion safer # 489,1,3
fix count serialization,0,0
fix sql test,0,0
fix # 504763 : good hql join support,0,0
fix doc,0,0
fix serialization,0,0
fix groupbyiterate # 514,0,0
fix doc,0,0
fix scope,0,0
fix backwards compatibility issue,1,1
fix comparison of property # 683,0,0
fix apt injection issue,1,1
fix projection wrap,1,1
make pathbuilder thread safe # 1872,1,3
fix test,0,0
fix test,0,0
fix onetomany handle # 675,0,0
fix some small bug in test data,1,1
fix querydsl - core package dependency cycle,0,0
fix normalization,0,0
fix apt test,0,0
fix nullhandling treatment,0,0
fix oracle issue,0,0
fix serialization,0,0
fix test,0,0
fix serialization,0,0
fix parameter usage,0,0
fix groupby handle for fetchresults,1,1
fix listener handle,0,0
fix serialization # 640,0,0
fix empty value handle,1,1
fix import,0,0
fix recursion,0,0
fix constant serialization,1,1
fix nextval operator for m sqlserver ( start with 2012 ),1,1
fix numeric type usage,1,1
fix precedence mapping,0,0
fix checkstyle error,0,0
fix test,0,0
fix logarithm function mssql server,0,0
fix variable usage,0,0
fix # 426670,0,0
fix case operation precedence,0,0
fix checkstyle error,0,0
fix factoryexpressiontransformer,0,0
fix querydsl jpa guice example,0,0
fix custom type serialization,0,0
fix conversion,0,0
fix mapping,0,0
fix test location,0,0
fix dependency artifact,0,0
fix serialization of single item column list # 541,1,1
fix apt test class visibility,1,1
fix oracle time handle,0,0
fix dependency cycle,0,0
fix datediff for oracle,1,1
fix javadoc of sethandlemethods,0,0
fix test,0,0
make joiner constant,0,0
fix video event,0,0
resolve conflict,0,0
remove indentation,0,0
fix afterroutepredicate,0,0
fix cors test to only allow get method,1,3
creates cookie predicate,1,3
creats query predicate,1,3
fix checkstyle,0,0
fix fixroutepredicate,0,0
fix test,0,0
fix checkstyle,0,0
fix test after url cleanup . fix checkstyle .,1,1
fix broken test,0,0
fix potential npe,1,1
fix javadoc .,0,0
fix compiler warning,0,0
fix xml validation,0,0
resolve cycle,0,0
fix deserialization of unauthorizedclientexception,1,1
fix jdbc sample to ensure datasource be initialize,1,3
fix integration test ( not work in mvn yet ),1,1
fix jdbc sample test so they authenticate properly,1,1
fix ` illegalargumentexception ` on malformed jose header,1,1
fix test,0,0
resolve cycle,0,0
fix validation of jwtaccesstokenconverter,0,0
fix subdomain matching in defaultredirectresolver,1,1
fix concurrentmodificationexception in defaultstoriosqlite in case of nested transaction,1,1
fix incorrect usage of rx startwith ( ),1,1
fix autovalue integration,0,0
fix emission checker behavior in case of unexpected value,1,1
fix spoutexecutor npe,1,1
resolve my little fault,0,0
miss 2 file,0,0
address cr,0,0
fix doc incorrect number of stream grouping,0,0
fix getcomponentpage api call,0,0
fix the validation logic in validate - launched - once .,1,1
fix license,0,0
resolve conflict,0,0
fix checkstyle issue,0,0
fix stylecheck problem with storm - hbase,1,1
fix stylecheck problem with storm - hive,1,1
merge conflict,0,0
fix stylecheck problem with storm - jms,1,1
fix bug - reference undefined variable self,1,1
fix plus thingy .,0,0
fix supervisor unit tet,0,0
fix minor pom issue,0,0
fix topocache be not cache acls correctly problem,1,1
fix flaky tick tuple test,0,0
fix default nimbus impersonation authorizer config,1,1
fix the broken indent,0,0
fix race condition when load scheduler configs ( # 3249 ),1,1
fix excessive logging,0,0
fix class name of csvstormreporter,0,0
fix other kafka test .,0,0
ensure spout can handle be activate and deactivate,1,3
fix checkstyle issue,0,0
fix the supervisor test failure .,1,1
fix some issue with impersonation on the ui,1,1
fix a potential file resource leak .,1,1
fix some issue with test with guava conflict,1,1
fix break log link when http be in use,1,1
fix the rest of the error .,0,0
merge conflict,0,0
fix line ending so that the diff be meaningful .,1,3
fix list invariant issue for jdk 7,1,1
fix fillmissing method,0,0
fix warning relate to row copying,1,1
fix generic warning ( # 338 ),0,0
fix compilation warning,0,0
fix performance regression read nyc taxi dataset,1,1
fix compilation warning,0,0
fix compilation warning,0,0
fix invalid javadoc,0,0
fix order of assertion argument,1,1
fix deprecation warning,0,0
fix npe,1,1
fix csvreadertest,0,0
fix my crappy code,0,0
fix compilation warning,0,0
fix break commit,0,0
fix bug in booleanmaputils ( # 209 ),1,1
fix type signature for doublecolumn . create,1,1
fix testreadfailure2 use unicodebominputstream ( # 150 ),1,1
fix warning,0,0
fix response message,0,0
fix t55 identification ( fix # 1008 ),0,0
fix h02 simple message decode,0,0
fix some check style issue,1,1
fix enfora protocol ( fix # 26 ),0,0
fix static code analysis issue,1,1
fix huabao protocol check issue,1,1
fix pmd issue,0,0
fix gv200 inf message decode,0,0
fix atrack binary message decode,0,0
fix stl060 decoder,0,0
fix cell decode,0,0
fix h02 status decode,0,0
fix copy / past issue,0,0
fix norad decoder ( fix # 610 ),0,0
fix gt06 protocol decoder ( fix # 1308 ),0,0
fix problem with ulbotech decoder,1,1
fix jt600 frame decoder ( fix # 290 ),0,0
fix eelink login response,1,1
fix gpsmta battery level decode,0,0
fix gps103 lb regex pattern ( fix # 1558 ),0,0
fix minor formatting issue,1,1
fix checkstyle issue in the project,1,1
fix static check issue,0,0
decode remain gv65 can data,0,0
fix meiligao decoder ( fix # 324 ),1,1
fix order of object construction,1,1
fix navigil protocol decoder,1,1
fix some more style problem,0,0
fix speed decode,0,0
fix tytan temperature data decode,0,0
fix geocoder issue ( # 4073 ),0,0
fix driver id decode,1,1
fix khd id decoding ( fix # 800 ),1,1
fix eelink decoder,1,1
fix queclink external power decoding ( fix # 3758 ),1,1
fix owntracks decoder,1,1
fix tmg frame decoder,1,1
fix speed decode,0,0
fix status decode,0,0
fix t55 regular expression,0,0
fix negative altitude,0,0
fix ack response,0,0
fix hour format,0,0
fix issue with xrb 28 decoder,1,1
fix aquila protocol decoder,1,1
fix datasource initialization,0,0
fix minor formatting issue,0,0
fix tr20 decoder,0,0
fix some check style issue,0,0
fix cityeasy identification,0,0
fix oko decoding ( fix # 4609 ),0,0
fix xexun2 decoder,0,0
fix alarm and status decoding ( fix # 1675 ),1,1
fix meiligao protocol to work with tk228,1,3
fix power decode,0,0
fix date formatting ( fix # 4063 ),0,0
fix compilation issue,0,0
fix minor formatting issue,0,0
fix tramigo frame decoder,1,1
optimize string,1,3
fix haicom hemisphere decode,1,1
fix huasheng decoder response,1,1
fix battery decoding,1,1
fix gps103 obd message decode,1,1
fix pst protocol issue,1,1
fix sanav status decode,0,0
fix avl08 protocol ( fix # 121 ),0,0
fix misc check style issue,1,1
fix newly report check style issue,1,1
fix dmt gps data decode,1,1
fix gk310 a2 decode,0,0
fix tramigo frame decoder,0,0
fix tr900 regex pattern ( fix # 1246 ),1,1
fix meiligao protocol to work with tk228,1,3
fix meitrack regex pattern,0,0
fix cityeasy frame decoder,1,1
fix flextrack logon decode,1,1
fix h02 protocol pattern,1,1
fix concurrency issue,1,1
fix web data handler unit test,0,0
optimize value parse,1,3
fix gps103 course decode,0,0
fix teltonika negative coordinate ( fix # 234 ),0,0
fix meiligao protocol to work with tk228,1,3
fix gpsgate decoder,1,1
fix gosafe protocol decoder,1,1
fix an issue in tk103 decoder,1,1
fix huasheng acknowledgement message,0,0
fix max speed filter ( fix # 3342 ),1,1
fix meiligao decoder pattern,1,1
fix pmd and checkstyle issue,1,1
fix wondex protocol,0,0
fix temperature decode,0,0
fix some issue,0,0
fix wondex frame decoder ( fix # 1103 ),0,0
fix oyster sigfix decode,1,1
fix siwi protocol decoder,0,0
fix watch protocol decode,0,0
fix udp server,0,0
fix analysis issue,0,0
fix h02 frame decoder ( fix # 2926 ),0,0
fix gt06 response issue,1,1
fix h02 short message handle,1,1
fix xirgo regex pattern,1,1
fix lint,0,0
fix log format unit test,0,0
fix space,0,0
fix another telic issue,0,0
fix unused and star import,0,0
fix checksum calculation method,1,1
fix gl300vc decode issue,1,1
miss pacific track attribute,0,0
fix new stl060 regex pattern,1,1
fix fifotrack status pattern,0,0
fix ev07 login decode,0,0
fix check style code issue,0,0
fix meitrack decoder,0,0
fix gt06 encoder unit test,0,0
fix batch decoding,0,0
fix teltonika decoder ( fix # 207 ),0,0
fix database generate key ( fix # 53 ),0,0
fix manage device enumerate,0,0
fix galileo protocol,0,0
fix event decode,0,0
fix build,0,0
fix gps103 protocol obd decoding,1,1
fix genx protocol issue,1,1
fix telic power decoding ( fix # 1735 ),1,1
fix mail template encoding,1,1
fix totem regular expr,1,1
fix st940 alert decode,1,1
fix gl200 wifi message parsing,1,1
fix flexcomm time decode,1,1
fix gt06 command encoder,1,1
fix wristband protocol response,1,1
fix astra decoding problem,1,1
fix minifinder gsm signal decoding,1,1
fix totem regex parser,1,1
fix navis protocol frame decoder,1,1
fix enfora regex pattern ( fix # 837 ),1,1
fix gps103 time bug,1,1
fix some more style issue,0,0
fix tk103 course regex pattern,1,1
fix atrack frame decoder,0,0
fix command response crash,1,1
fix totem at09 frame decode,0,0
fix tmg unit test,0,0
fix megastek regular expression,0,0
fix iccid decode,0,0
fix minor permission issue,1,1
fix meitrack decoder,0,0
fix gt06 protocol decoder,1,1
fix the problem with session,1,1
fix globalsat decoder,0,0
fix gps 056 frame decoder,1,1
fix logger,0,0
fix polygon area calculation,1,1
fix coban 306a obd decoding,0,0
fix meitrack temperature ( fix # 3604 ),0,0
fix reverse geocoding ( fix # 37 ),0,0
fix noran new position decoding ( fix # 1595 ),0,0
fix style issue,0,0
fix minor formatting issue,0,0
optimize date assignment,1,3
fix stl060 decoder,0,0
fix cellocator frame decoder,0,0
fix packet logging,0,0
fix calamp mini report ( fix # 1430 ),0,0
fix pt502 protocol ( fix # 90 ),0,0
fix meiligao decoder ( fix # 463 ),0,0
fix vt200 longitude issue,1,1
fix frame decode,0,0
fix an issue in xexun frame decoder,1,1
fix st600stt ignition decode,0,0
fix issue with cors request,1,1
fix bug,0,0
fix bug,0,0
migrate androidx,0,0
fix bug : about instance,1,1
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug : about photoview,1,1
fix animator scale sknew,0,0
hibernate 4 testing work,0,0
fix test name,0,0
fix int test ( # 2607 ),0,0
mapping work,0,0
fix asyncechotest,0,0
fix format issue .,0,0
fix spring - security - mvc - login configuration,0,0
hide test,0,0
fix test,0,0
fix most test,0,0
fix all test failure,0,0
mapping work,0,0
fix testemployeeextension unit test,0,0
marshal work,0,0
fix the pactverification test ( # 9870 ),0,0
fix the port already in use issue,1,1
fix indent and organization,0,0
fix slope one implementation ( # 8570 ),0,0
reformat joinersplitter,0,0
fix formatting,0,0
fix asyncechoclient,0,0
fix formatting,0,0
fix filetest,0,0
build fix,0,0
merge conflict,0,0
fix integration test ( # 1607 ),0,0
merge and fix conflict,0,0
fix code after article change,1,1
fix integration test ( # 8500 ),0,0
format change,0,0
fix the concurrency issue,0,0
fix configs property,0,0
fix the hibernate4 issue ( # 1106 ),0,0
optimize import,0,0
fix the sql2o link .,0,0
fix formatting,0,0
fix entity names ( # 10028 ),0,0
fix both thymeleaf and interceptor article ( # 699 ),0,0
fix discounter example,0,0
fix last pr ( # 533 ),0,0
fix conflict,0,0
fix one other scenario not work properly,1,1
fix gitcommitid example,0,0
hibernate 3 work,0,0
optimize regex expression ( # 4961 ),1,3
build fix,0,0
fix test case,0,0
fix conflict,0,0
fix simpledateformatunittest,0,0
fix fail test in core - java - concurrency - advanced - 3 ( # 9806 ),1,1
fix trie implementation ( # 4668 ),0,0
"fix one of the test modify `` , `` by `` . ``",0,0
fix name of test and modifier,0,0
build fix,0,0
fix the test package name .,0,0
fix npes / compile error introduce by header change . ( # 96 ),1,1
fix soft ttl for duplicate request ( # 73 ),1,1
optimize code,0,0
fix the cameraid change on powerbutton press,1,1
fix some sporadic crash .,1,1
fix codacy warning,0,0
fix two rare crash from bad input / state,1,1
fix some long line over 100 column .,1,1
fix some issue flag by coverity static analysis,1,1
fix two more test .,0,0
fix tiny javadoc glitch,0,0
fix two leak when use androidhttpclient .,1,1
fix some minor javadoc issue,0,0
close # 909,0,0
fix crystalball expression dependency,1,1
fix cloud connector ( # 1944 ),0,0
fix only additional reproduction case # 2184,0,0
fix arraynode var issue # 2184,0,0
fix filename,0,0
fix process definition suspension test,0,0
fix test,0,0
fix formatting,0,0
fix test,0,0
fix task repository id ( # 1491 ),1,1
fix security,0,0
fix dbcp dependency ( # 13 ),0,0
fix illegal transitive type dependency,1,1
fix the osgi test,0,0
fix process engine version issue,1,1
fix fail qa ( v5 compatibility ),0,0
merge conflict fixd,0,0
fix bug,0,0
fix a bug that may cause memory leak .,1,1
optimize the call time for onsupportvisible ( ),1,3
fix issue # 177,0,0
"fix # 1112 , swipebackfragment do not completely pop",1,2
optimize # 733,0,0
optimize the `` shake `` mode .,1,3
optimize the duration of the action,1,3
optimize debugstackbubble,0,0
fix issue # 177,0,0
migrate dump path,0,0
migrate switch,0,0
migrate switch,0,0
migrate all ok,0,0
"recieve rollback , but fond backend con be close or quit",0,0
fix ? ? ? mycat # 87,0,0
"have ( max , min , count )",0,0
migrate switch,0,0
fix too much wapper log,0,0
ip,0,0
fix the bug # 1785 to support file @ @ list,1,1
fix lint onrequestpermissionsresult ( # 131 ),0,0
fix tiny stuff .,0,0
fix migration guide link,0,0
fix lint error .,0,0
fix some stuff .,0,0
resolve # 304 .,0,0
fix broken test .,0,0
fix minor lint warning,0,0
fix us of deprecated apis,0,0
javapoet shadow boring code,0,0
fix pps failexception np errmsg,1,1
55f27b97 sample ? ? ? fix # 100,0,0
testviewconstructorcache demo crash ? ? ? fixed # 41 .,0,0
fix some ui issue with view - once photo receive .,1,1
fix more batch select click edge case,1,1
fix button spin after fail captcha .,1,1
fix issue with shareactivity contact display .,1,1
fix some more broken jobmigrations .,0,0
fix compilesdk 25 problem with gif search,1,1
fix issue with mexican phone number formatting .,1,1
fix crash during jobmigration .,1,1
fix dynamic permission problem for mm message,1,1
fix `` twitchy finger `` bug in cameraview,1,1
fix crash when handle call messaging failure .,1,1
fix chip jank and other group v2 ux issue .,1,1
fix reaction display issue .,1,1
fix build,0,0
fix more leaked service connection,1,1
fix npe on medium message with no medium .,1,1
fix timedeventmanager crash in a sane way .,1,1
fix invisible medium control and notch jank .,1,1
fix npes,1,1
fix thread issue with liverecipient .,1,1
fix ud indicator for sent transcript .,1,1
fix bug relate to gallery selection state .,1,1
fix rtl support for reaction sending .,1,1
fix pretty print phone number .,0,0
fix some pinstate bug .,0,0
fix npe when encrypt mm have bad base64 encode,1,1
fix crash when migrate read receipt job .,1,1
fix progress bar show for self - sends .,1,1
fix issue where video control may be miss .,1,1
fix five string,0,0
fix issue with track registration state .,1,1
fix profile crash,0,0
fix broken unit test,0,0
fix qr code regression .,0,0
fix bluetooth behavior .,0,0
fix bug where sn change dialog appear unnecessarily .,1,1
fix success / failure status on conversation item .,1,1
fix issue with kitkat picture save .,1,1
fix notification behavior .,0,0
fix image cache bug .,0,0
fix potential issue with conversationdatasource boundary .,1,1
fix wakelock release exception .,1,1
fix backup restore issue .,1,1
fix api 19 drawable crash in managegroupfragment .,1,1
fix type experience upgrade version .,0,0
fix migration of old pending sm sends .,1,1
fix fcm token via phone call registration .,1,1
fix bug cause by 1mod8 compatibility issue .,1,1
fix migration of group name when create notification channel .,1,1
fix npe when retrieveconf be null,1,1
fix possible performance issue with reaction query .,1,1
fix crash when receive sm before finish registration .,1,1
fix queuekey for smssendjob .,1,1
fix case of inlined & miss log tag .,1,1
fix some state issue post backup restore .,1,1
fix race condition and other mistake . fix # 1603 .,0,0
fix some plural,0,0
fix occasional double scroll bar on fast scroller .,1,1
fix some memory leak .,0,0
fix crash that may happen upon first sticker install .,1,1
fix issue with group storage sync .,1,1
"pas recipient id , not recipient object",0,0
fix waveform array out of bound .,1,1
fix npe when return to profile from background .,1,1
fix savedinstancestate crash .,0,0
fix issue with conversation list position .,1,1
fix up everything .,0,0
fix erroneous import,0,0
fix slidinglistactivity,0,0
reflect problem .,0,0
invoke querycontentproviders will produce crash .,0,0
optmize refmethod .,0,0
fix file name for substrate x86 header,1,1
write secure setting will produce crash .,0,0
fix findnextpoweroftwo give incorrect value on some machine,1,3
optimize import,0,0
fix warning .,0,0
fix checkstyle warning .,0,0
fix checkstyle warning .,0,0
name consistency .,0,0
fix isconnected logic .,0,0
fix warning .,0,0
fix formatting and javadoc error .,0,0
optimize import,0,0
fix potential overflow during multiplication .,1,1
fix bug in transfer too test .,0,0
fix some small issue in the archiver test .,0,0
name consistency .,0,0
fix warning .,0,0
fix time issue in go from init to replay .,1,1
fix path creation when copy log for failed test .,1,1
fix advice wiring and visibility,0,0
fix overflow error when request large buffer size .,1,1
name consistency .,0,0
fix warning .,0,0
name consistency .,0,0
fix formatting,0,0
name consistency .,0,0
fix nullpointerexception when dynamic node join and leader disappear,1,1
fix limit check method name .,0,0
optimize import,0,0
fix checkstyle warning .,0,0
deprecate preferredmulticastflowcontrol .,1,3
name consistency .,0,0
name consistency .,0,0
optimize import,0,0
fix checkstyle .,0,0
fix warning .,0,0
fix miss part of commit .,0,0
name consistency .,0,0
name consistency .,0,0
fix the test by set the socket receive buffer,1,1
fix integer type error for format specification .,1,1
optimize import,0,0
fix some unit test .,0,0
name consistency .,0,0
deprecate setupcamera,0,0
deprecate setupcamera,0,0
fix some lint,0,0
optimize converttobitmap for # 330,1,3
fix formatting,0,0
fix issue # 107 :,0,0
fix lint error that be block the build,1,1
fix breakage introduce by # 21,0,0
fix issue with networkonmainthreadexception ( # 625 ),1,1
fix package prefix ( # 440 ),0,0
fix miss factory accessor method for fragment ( # 158 ),1,1
fix flaky subscription test ( # 935 ),0,0
fix the concurrentmodificationexception in realsubscriptionmanager # stop ( # 1214 ),1,1
fix package name prefix ( # 481 ),0,0
fix query watcher not call status event ( # 2102 ),1,1
fix idlingresources issue with watcher ( # 2108 ),1,1
fix cache don't respect directive ( # 666 ),1,2
fix issue with deep nest referenced fragment ( # 1530 ),1,1
fix incorrect cookie split ( # 931 ),1,1
fix bytebuf leak from spring webflux integration ( # 1658 ),1,1
fix memory leak in ` healthcheckservice ` ( # 2110 ),1,1
fix test failure ( # 1676 ),0,0
fix miss query string conversion in tomcatservice,1,1
fix graceful shutdown ( # 363 ) ( # 371 ),1,1
fix lifecycleexception when stop tomcat,1,1
fix ` illegalreferencecountexception ` in ` twoelementfixedstreammessage ` ( # 1695 ),1,1
fix flaky test ( # 2465 ),0,0
fix docservice to handle oneway function properly ( # 288 ),1,3
fix flaky test ( # 2297 ),0,0
fix ` max _ concurrent _ streams ` violation on client side ( # 2374 ),1,1
fix dropwizardrequestmetrics leak,0,0
fix potential npe and miss maxrequestlength enforcement,1,1
fix classcastexception when use thrift binary type,1,1
fix flaky test ( # 629 ),0,0
fix eventloop . terminationfuture ( ) listener leak ( # 665 ),0,0
fix the error report by nullaway ( # 2776 ),1,1
optimize camera2,0,0
fix bug,0,0
optimize video message .,0,0
fix bug,0,0
fix bug,0,0
fix bug .,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug about camera .,0,0
fix the bug of select photo .,0,0
fix bug,0,0
fix formatting .,0,0
fix autovalue test to support java 9 .,1,3
fix spacing .,0,0
fix name of a test data class,0,0
fix recyclerview slide preempted focus,0,0
fixed 1390,0,0
fix bug : ? ? ? gtid,0,0
fix the error log do not contain table name,1,2
retry timeout batchsize,0,0
move test,0,0
fix bug,0,0
fix validation bug,0,0
fix clone ( ) bug in sqljointablesource,1,1
"fix codebeforesetter , add codebeforegetterandsetter",0,0
try fix # 142,0,0
try fix # 109,0,0
oauth2 token,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug and add method,0,0
optimize split for list,1,3
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix bug,0,0
fix the recordreader to pick incoming time column ( # 3895 ),1,3
fix null value generation when transform avro record,1,1
fix line chart ( # 848 ),0,0
fix the failure for balancenumsegmentassignmentstrategyintegrationtest ( # 202 ),1,1
fix know anomaly filtration ( # 657 ),0,0
fix stale result issue ( # 329 ),1,1
fix test failure ( # 1114 ),0,0
fix json ingore prop ( # 554 ),0,0
fix incorrect min / max value in metadata for star tree,1,1
fix benchmark client ( # 4933 ),0,0
fix api incomaptibilities ( # 1807 ),0,0
fix all the test,0,0
fix querycomparison failure,0,0
fix realtime block iterators hasnext logic,1,1
fix delay when user trigger replay ( # 1789 ),1,1
fix test failure after scrub internal data .,1,1
fix the star tree query test,0,0
fix pinotinstancerestletresource apis ( # 2899 ),0,0
fix dependency change for brokerrequestutil change .,1,1
fix hybrid quickstart ( # 5143 ),0,0
fix queryresponse to match brokerresponse from pinot,1,3
merge conflict,0,0
fix wrong task pickup logic ( # 5855 ),1,1
optimize tdigest test ( # 3184 ),1,3
fix segment enable / disble / drop runtime,1,1
fix broken test case,0,0
fix npe for flitering query .,1,1
fix test case with implmode = jdbc ( # 559 ),1,1
fix double memory allocation during operator setup ( # 5619 ),1,1
fix chunkindexcreationdriverimpltest test,0,0
fix segmentstatuscheckerintegrationtest setup timing ( # 3749 ),0,0
fix another unit test,0,0
fix controllerconf cast issue ( # 5581 ),0,0
fix tablenamepruner and sentinalquerytest .,0,0
fix memory leak in realtime index creator,1,1
fix segmentstatuschecker exception ( # 3704 ),1,1
fix default value for top n,1,1
fix npe from gettableschema ( # 1284 ),1,1
udpate the detector exception ( # 4023 ),1,1
fix time value object inconsistency bug .,1,1
fix anomaly detection resource return type ( # 2217 ),1,1
fix the tableconfig tojsonconfig ( ) method ( # 3694 ),1,1
fix realtime retention npe,1,1
fix nullpointerexception during getsegmentinfo .,1,1
fix testreatlimesegment,0,0
fix the default value provider class ( # 5137 ),1,1
fix controller query console ( # 3050 ),1,1
fix other test :,0,0
fix the bug in timeseries comparison ( # 1760 ),1,1
fix the flakiness of offlineclusterintegrationtest ( # 1700 ),0,0
fix bug in user dashboard endpoint ( # 3853 ),1,1
optimize concurrentreadwritedictionarytest ( # 1639 ),1,3
fix issue when parse empty groupbyresultsets ( # 2104 ),1,1
fix realtimedictionary issue .,0,0
optimize controllertenanttest and controllerinstancetoggletest ( # 1658 ),1,3
optimize groovyexpressionevaluator ( # 5257 ),0,0
fix hibernate entity ( # 506 ),0,0
fix the number of decimal point show on dashboard,1,1
migrate min max anomaly function ( # 1110 ),0,0
fix npe for aggregate metric ( # 5862 ),1,1
fix unit test,0,0
fix error during checking of storage quota ( # 382 ),1,1
